"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",82.877389930469,61.9835162925651,80.5822043163219,75.5927679954629,78.410517609511,70.4583053087211,64.0767391943008,76.5191170950369,82.0143317872652,69.9721702403601,70.2522760832266,70.7238916238548,66.3300572658065,69.7913118388448,75.4868840790214,66.4640807203452,65.2921920139422,79.4578659785548,71.8067363201743
"2",82.1505937875435,77.1890460084296,77.122449608338,78.7102096847729,76.3777778039241,77.0719152739924,64.0181536641449,73.6727438984389,81.3011368857528,77.9107363288834,77.3505076978473,70.8585478635782,74.2671907450162,69.9126024262011,74.5510958107131,77.7294631584549,63.9220290087793,73.4750333301865,69.3132047290838
"3",81.91055362395,78.9316528350612,75.2038597320488,81.2567205046457,77.5984778249972,79.2583074130492,68.8535346084794,71.5267821450837,79.2204596461862,80.5245345747743,75.4512563091292,74.4339301287543,76.5783721077796,71.2416191504456,77.9871316983967,77.9575134139553,68.4647928655329,75.1985266858463,70.2254503612973
"4",81.9076307735123,79.6771531026699,75.9232805404364,81.3289143985469,76.6765073474265,77.5090131880208,73.8700124518725,73.2851048118076,75.8717150849764,80.8224833367778,72.9198542760206,77.9309648611374,76.9400492840572,71.6135955276984,80.507880152414,82.06055849149,65.6373796526877,74.5904455217057,68.5946757265649
"5",81.9363361160893,81.0706119863268,77.6765843630904,83.2075738626647,75.0526995478696,78.4443656675514,75.2122237760449,75.7818304292907,75.1746774329952,79.9078108734703,74.3658054622327,78.1253944249322,78.236049274059,72.7217567677703,79.6086151989062,83.5779717400188,65.8608592288745,72.9453388507565,71.5125442572923
"6",81.9324722713999,85.7981323498649,82.8863600351309,87.3508532955871,77.6525239329709,82.3256999262932,73.0784023365459,79.3157777656384,77.775456488049,79.5838516482386,76.4313172682831,77.4375197761594,73.3056951432038,76.6255319623062,79.5245966717126,86.5023064151957,69.9265976637991,73.3585637681488,71.6675692015155
"7",81.9011540715221,86.3930274568501,86.3412808004136,90.2701815161928,80.6605351635417,85.2724612346773,75.9578414715438,81.1146503696203,75.675877930085,76.2487883662419,79.1610526400562,76.1395493663574,77.6626598364641,79.1187977187987,80.2534000780378,87.182760627618,72.4310440941974,75.3839232484522,72.6895511627291
"8",81.8542942552371,95.6726251013041,86.4927828484864,97.0588041876654,86.1903326395276,88.0144761426305,82.6153019020711,84.3539185412483,73.9076524525576,76.87491368175,79.0471129035268,81.4627630184402,79.7425236514804,84.4543222035976,83.7416888680266,85.1077386927027,72.0385705788878,78.8569632239196,77.6265149068176
"9",81.8213380506709,91.7741070254758,83.7716153137375,91.3766022079882,87.1590191450451,87.6547994100404,86.2562337697007,84.3562841384081,80.9294074013604,77.0757635488145,77.8686051896838,83.6981390303316,77.9487232222587,88.8509166154843,85.9194574305802,86.546567052154,77.2679364074851,79.8652107745944,79.1764955496661
"10",81.8036782387288,92.2261252588639,84.2654810585209,92.457769529343,87.6322760112355,87.1287953920299,86.1061507456645,84.8107685338101,83.9878241925712,78.9183100460538,81.7381526941917,83.152140987516,78.185335576962,89.2067587191978,85.1411949489308,88.9895080380341,79.7785765919247,81.3666507103522,81.3401606017029
"11",81.762076860898,88.0941726062128,83.5414006405265,93.9166856094715,84.7162593163062,87.5043269993753,82.885432469007,86.0601985778592,78.9087081661448,81.6744657768548,83.3777844573813,84.1719759304991,80.2512105071858,87.6040344449414,87.5662740607396,90.2995957036892,81.7784932833181,81.9629540320518,85.3089561465385
"12",81.7261733675162,88.3587143208132,81.169991256592,94.113162323792,86.9088417359375,83.9256942087491,82.8944096570877,87.7554786390392,80.4202066921558,85.3558592969991,82.2711636589647,85.1812379598667,81.6848441820593,88.3191159154128,89.3227928872112,87.0932973956256,78.5940928245029,82.3161302675208,87.702784679285
"13",81.6924635425844,83.110452404094,76.180300581011,91.7496933035102,87.6646176642773,78.5483395502295,84.8003681420708,88.0958999014627,83.3705377713163,87.6498949766142,83.5856573120312,87.9866589846595,84.2797098015042,86.2792445780808,90.0215282632172,82.5895078717941,82.0399867194889,84.4946319376725,87.8479800801081
